ID_cannot_be_submitted,attribute,value_de_DE,value_cs_CZ,value_en_US,value_sk_SK,value_pl_pl,value_fr_fr,value_it_it,multilanguage,title_de_DE
2968603,themes_lego,SERIOUS PLAY®,,,,,,,0,Themenwelt LEGO
2968585,themes_lego,Overwatch®,,,,,,,0,Themenwelt LEGO
2968506,themes_lego,Minecraft™,,,,,,,0,Themenwelt LEGO
2968599,themes_lego,Powered UP,,,,,,,0,Themenwelt LEGO
2964355,themes_lego,Creator Expert,,,,,,,0,Themenwelt LEGO
2964310,themes_lego,BrickHeadz,,,,,,,0,Themenwelt LEGO
2964297,themes_lego,BOOST,,,,,,,0,Themenwelt LEGO
2968592,themes_lego,Power Functions,,,,,,,0,Themenwelt LEGO
2968684,themes_lego,Star Wars™,,,,,,,0,Themenwelt LEGO
2964319,themes_lego,Classic,,,,,,,0,Themenwelt LEGO
2968144,themes_lego,Hidden Side™,,,,,,,0,Themenwelt LEGO
2964361,themes_lego,DOTS,,,,,,,0,Themenwelt LEGO
2968708,themes_lego,Stranger Things,,,,,,,0,Themenwelt LEGO
2968136,themes_lego,Harry Potter™,,,,,,,0,Themenwelt LEGO
2968390,themes_lego,LEGO® Super Mario™,,,,,,,0,Themenwelt LEGO
2968425,themes_lego,Marvel,,,,,,,0,Themenwelt LEGO
2964356,themes_lego,DC,,,,,,,0,Themenwelt LEGO
2968613,themes_lego,Speed Champions,,,,,,,0,Themenwelt LEGO
2968579,themes_lego,NINJAGO®,,,,,,,0,Themenwelt LEGO
2968152,themes_lego,Ideas,,,,,,,0,Themenwelt LEGO
2964255,themes_lego,Architecture,,,,,,,0,Themenwelt LEGO
2968812,themes_lego,Xtra,,,,,,,0,Themenwelt LEGO
2968213,themes_lego,LEGO® Art,,,,,,,0,Themenwelt LEGO
2968122,themes_lego,Die Eiskönigin II,,,,,,,0,Themenwelt LEGO
2968115,themes_lego,DUPLO®,,,,,,,0,Themenwelt LEGO
2968726,themes_lego,Trolls World Tour,,,,,,,0,Themenwelt LEGO
3008157,themes_playmobil,Super 4,,,,,,,0,Themenwelt Playmobil
3007544,themes_playmobil,Pirates,,,,,,,0,Themenwelt Playmobil
3006822,themes_playmobil,EverDreamerz,,,,,,,0,Themenwelt Playmobil
3007495,themes_playmobil,Porsche,,,,,,,0,Themenwelt Playmobil
3007525,themes_playmobil,Galaxy Police,,,,,,,0,Themenwelt Playmobil
3007039,themes_playmobil,Christmas,,,,,,,0,Themenwelt Playmobil
3007641,themes_playmobil,Country,,,,,,,0,Themenwelt Playmobil
3008045,themes_playmobil,Knights,,,,,,,0,Themenwelt Playmobil
3007676,themes_playmobil,Top Agents,,,,,,,0,Themenwelt Playmobil
3007976,themes_playmobil,Sports&Action,,,,,,,0,Themenwelt Playmobil
3007139,themes_playmobil,City Life,,,,,,,0,Themenwelt Playmobil
3007575,themes_playmobil,Family Fun,,,,,,,0,Themenwelt Playmobil
3007534,themes_playmobil,Dollhaus,,,,,,,0,Themenwelt Playmobil
3007703,themes_playmobil,Dinos,,,,,,,0,Themenwelt Playmobil
5472714,themes_playmobil,Movie Cars,,,,,,,0,Themenwelt Playmobil
3007559,themes_playmobil,Magic,,,,,,,0,Themenwelt Playmobil
3007221,themes_playmobil,1.2.3,,,,,,,0,Themenwelt Playmobil
3007424,themes_playmobil,History,,,,,,,0,Themenwelt Playmobil
3008290,themes_playmobil,Sonstiges,,,,,,,0,Themenwelt Playmobil
3007619,themes_playmobil,Wild Life,,,,,,,0,Themenwelt Playmobil
3007012,themes_playmobil,SCOOBY-DOO!,,,,,,,0,Themenwelt Playmobil
3007912,themes_playmobil,The Movie,,,,,,,0,Themenwelt Playmobil
3007105,themes_playmobil,Stuntshow,,,,,,,0,Themenwelt Playmobil
3007837,themes_playmobil,Spirit Riding,,,,,,,0,Themenwelt Playmobil
3006879,themes_playmobil,Novelmore,,,,,,,0,Themenwelt Playmobil
3007861,themes_playmobil,Dragons,,,,,,,0,Themenwelt Playmobil
3007919,themes_playmobil,Action,,,,,,,0,Themenwelt Playmobil
3007073,themes_playmobil,City Action,,,,,,,0,Themenwelt Playmobil
3007298,themes_playmobil,Heidi,,,,,,,0,Themenwelt Playmobil
3006973,themes_playmobil,Back to the future,,,,,,,0,Themenwelt Playmobil
3008012,themes_playmobil,Figures,,,,,,,0,Themenwelt Playmobil
3007601,themes_playmobil,Princess,,,,,,,0,Themenwelt Playmobil
3007659,themes_playmobil,Fairies,,,,,,,0,Themenwelt Playmobil
3007740,themes_playmobil,Space,,,,,,,0,Themenwelt Playmobil
2964375,themes_playmobil,Volkswagen,,,,,,,0,Themenwelt Playmobil
3007884,themes_playmobil,Ghostbusters™,,,,,,,0,Themenwelt Playmobil
9459717,thermal_class,Warm,Teplé,Warm,Teplé,Ciepłe,Chaud,Caldo,1,Wärmeklasse
9459732,thermal_class,Extra leicht,Extra lehké,Extra light,Extra ľahké,Bardzo lekkie,Extra léger,Extra leggero,1,Wärmeklasse
9459719,thermal_class,Extra warm,Extra teplé,Extra warm,Extra teplé,Bardzo ciepłe,Extra chaud,Extra caldo,1,Wärmeklasse
9459718,thermal_class,Medium,Střední,Medium,Stredné,Średnie,Moyen,Medio,1,Wärmeklasse
9459716,thermal_class,Leicht,Lehké,Light,Ľahké,Lekkie,Léger,Leggero,1,Wärmeklasse
9706451,tire_characteristics,Schaumstoffreifen,Pěnové pneumatiky,Foam tires,Penové pneumatiky,Opony piankowe,Pneus en mousse,Pneumatici in schiuma,1,Reifenmerkmale
9706452,tire_characteristics,Kunststoffreifen,Plastové pneumatiky,Plastic tires,Plastové pneumatiky,Opony z tworzywa sztucznego,Pneus en plastique,Pneumatici in plastica,1,Reifenmerkmale
9706454,tire_characteristics,Schwenkbare Vorderreifen,Otočná přední kola,Swiveling front tires,Otočné predné kolesá,Obrotowe opony przednie,Pneus avant pivotants,Pneumatici anteriori girevoli,1,Reifenmerkmale
9706453,tire_characteristics,Geländereifen,Terénní pneumatiky,All-terrain tires,Terénne pneumatiky,Opony terenowe,Pneus tout-terrain,Pneumatici fuoristrada,1,Reifenmerkmale
9706450,tire_characteristics,Luftreifen,Vzduchové pneumatiky,Air tires,Vzduchové pneumatiky,Opony pneumatyczne,Pneus gonflables,Pneumatici ad aria,1,Reifenmerkmale
206,tire_type,Sommerreifen,Letní pneumatiky,Summer tires,Letné pneumatiky,Opony letnie,Pneus été,Pneumatici estivi,1,Reifenart
208,tire_type,Ganzjahresreifen,Celoroční pneumatiky,All-season tires,Celoročné pneumatiky,Opony całoroczne,Pneus quatre saisons,Pneumatici all season,1,Reifenart
207,tire_type,Winterreifen,Zimní pneumatiky,Winter tires,Zimné pneumatiky,Opony zimowe,Pneus hiver,Pneumatici invernali,1,Reifenart
5943409,to_be_installed_on,Dachfenster,Střešní okno,Skylight,Strešné okno,Okno dachowe,Fenêtres de toit,Lucernario,1,Montageort
5943408,to_be_installed_on,Fenster,Okno,Window,Okno,Okno,Fenêtre,Finestra,1,Montageort
5943407,to_be_installed_on,Tür,Dveře,Door,Dvere,Drzwi,Porte,Porta,1,Montageort
6007675,topper_type,Latex,Latex,Latex,Latex,Lateks,Latex,Lattice,1,Topper Material 
6007677,topper_type,Komfortschaum,Komfortní pěna,Comfort foam,Komfortná pena,Pianka komfortowa,Mousse confort,Schiuma comfort,1,Topper Material 
6007673,topper_type,Gelschaum,Gelová pěna,Gel foam,Gélová pena,Pianka żelowa,Mousse et gel,Memory gel,1,Topper Material 
6007672,topper_type,Kaltschaum,Studená pěna,Cold cured foam,Studená pena,Zimna pianka,Mousse froide,Schiuma a freddo,1,Topper Material 
6007674,topper_type,Visco,Visco,Visco,Visco pena,Pianka visco (memory),Mousse viscoélastique,Visco,1,Topper Material 
6007676,topper_type,Naturlatex,Přírodní latex,Natural latex,Prírodný latex,Lateks naturalny,Latex naturel,Lattice naturale,1,Topper Material 
10243185,transmission,Halbautomatik,Poloautomatická,Semi-automatic,Poloautomatická,Półautomatyczna,Semi-automatique,Semiautomatico,1,Getriebe
10243186,transmission,Schaltgetriebe,Manuální převodovka,Manual transmission,Manuálna prevodovka,Skrzynia biegów manualna,Transmission manuelle,Cambio manuale,1,Getriebe
10243183,transmission,Automatik,Automatická,Automatic,Automatická,Automatyczna,Automatique,Automatico,1,Getriebe
6032227,trouser_length,7/8,7/8,7/8,7/8,,7/8,7/8,1,Hosenlänge
6032224,trouser_length,Bootcut,Bootcut,Boot cut,Bootcut,Bootcut,Bootcut,Bootcut,1,Hosenlänge
6032225,trouser_length,Cropped,Zkrácené,Cropped,Cropped,Cropped,Cropped,Cropped,1,Hosenlänge
6032226,trouser_length,3/4,3/4,3/4,3/4,,3/4,3/4,1,Hosenlänge
6032223,trouser_length,Ankle,Ke kotníkům,Ankle,Členkové,Do kostek,Ankle,Alla caviglia,1,Hosenlänge
6032536,trouser_shape,Flare,Flare,Flare,Flare,Flared,Flare,Flare,1,Hosenform
6032535,trouser_shape,Tapered,Zúžené,Tapered,Zúžené,Zwężane nogawki,Tapered,Tapered,1,Hosenform
6032546,trouser_shape,Chino,Chino,Chino,Chino,Chinosy,Chino,Chino,1,Hosenform
6032539,trouser_shape,Ripped,Trhané,Ripped,Roztrhané,Z dziurami i przetarciami,Ripped,Ripped,1,Hosenform
6032529,trouser_shape,Baggy,Baggy,Baggy,Baggy,Baggy,Baggy,Baggy,1,Hosenform
6032530,trouser_shape,Boyfriend,Boyfriend,Boyfriend,Boyfriend,Boyfriend,Boyfriend,Boyfriend,1,Hosenform
6032538,trouser_shape,Straight,Rovné,Straight,Rovné,Straight,Straight,Straight,1,Hosenform
6032544,trouser_shape,Wide leg,Wide leg,Wide leg,Wide leg,Wide leg,Wide leg,Wide leg,1,Hosenform
6032532,trouser_shape,Schlaghosen,Zvonové,Bell bottom,Zvonové nohavice,Dzwony,Pattes d’éléphant,Pantaloni a zampa di elefante,1,Hosenform
6032545,trouser_shape,Culotte,Culotte,Culotte,Culotte,Kuloty,Court à jambe large,Culotte,1,Hosenform
6032537,trouser_shape,Mom,Mom,Mom,Mom,Mom jeans,Mom,Mom,1,Hosenform
6032540,trouser_shape,Karottenhosen,Mrkvové,Carrot-fit trousers,Mrkvové nohavice,Marchewki,Carotte,Pantaloni a carota,1,Hosenform
500,tv_cards_reception,DVB-T (Terrestrisch),DVB-T (pozemní),DVB-T (terrestrial),DVB-T (terestriálny príjem),DVB-T (naziemne),DVB-T (terrestre),DVB-T (terrestre),1,Empfangsart
387873,tv_cards_reception,DVB-T2 (Terrestrisch),DVB-T2 (pozemní),DVB-T2 (terrestrial),DVB-T2 (terestriálny príjem),DVB-T2 (naziemne),DVB-T2 (terrestre),DVB-T2 (terrestre),1,Empfangsart
499,tv_cards_reception,DVB-S2 (Satellit),DVB-S2 (satelitní),DVB-S2 (satellite),DVB-S2 (satelitný príjem),DVB-S2 (satelita),DVB-S2 (satellite),DVB-S2 (satellitare),1,Empfangsart
501,tv_cards_reception,DVB-C (Kabel),DVB-C (kabel),DVB-C (cable),DVB-C (káblový príjem),DVB-C (kabel),DVB-C (câble),DVB-C (via cavo),1,Empfangsart
1375365,tv_cards_reception,DVB-C2 (Kabel),DVB-C2 (kabel),DVB-C2 (cable),DVB-C2 (káblový príjem),DVB-C2 (kabel),DVB-C2 (câble),DVB-C2 (via cavo),1,Empfangsart
498,tv_cards_reception,Analog,Analogový,Analogue,Analógový príjem,Analogowe,Analogique,Analogico,1,Empfangsart
496,tv_cards_reception,DVB-S (Satellit),DVB-S (satelitní),DVB-S (satellite),DVB-S (satelitný príjem),DVB-S (satelita),DVB-S (satellite),DVB-S (satellitare),1,Empfangsart
1398866,tv_features,DVD-Player,DVD přehrávač,DVD player,DVD prehrávač,Odtwarzacz DVD,Lecteur DVD,Lettore DVD,1,Eigenschaften
9706514,tv_features,Automatische Anpassung von Ton und Bild an die Umgebung,,,,,,,1,Eigenschaften
1398862,tv_features,4K Ultra HD,4K Ultra HD,4K Ultra HD,4K Ultra HD,4K Ultra HD,Ultra HD 4K,4K Ultra HD,1,Eigenschaften
1398863,tv_features,Speaker Box,Reproduktory,Speaker box,Speaker Box,Głośnik,Haut-parleur,Diffusore acustico,1,Eigenschaften
9706512,tv_features,Zugriff auf Mediatheken,,,,,,,1,Eigenschaften
9706515,tv_features,Verbindung mit anderen Geräten,,,,,,,1,Eigenschaften
1383074,tv_features,Sleep-Timer,Časovač vypnutí,Sleep timer,Časovač spánku,Wyłącznik czasowy,Minuteur de mise en veille automatique,Timer di spegnimento automatico,1,Eigenschaften
1383728,tv_features,LAN-Anschluss,LAN připojení,LAN connection,Prípojka LAN,Przyłącze LAN,Prise LAN,Connessione LAN,1,Eigenschaften
9706511,tv_features,Bildschirmspiegelung,,,,,,,1,Eigenschaften
1383075,tv_features,Dolby Digital Plus,Dolby Digital Plus,Dolby Digital Plus,Dolby Digital Plus,Dolby Digital Plus,Dolby Digital Plus,Dolby Digital Plus,1,Eigenschaften
1398864,tv_features,Bluetooth,Bluetooth,Bluetooth,Bluetooth,Bluetooth,Bluetooth,Bluetooth,1,Eigenschaften
1383067,tv_features,HD-ready,HD-ready,HD-ready,HD-ready,HD Ready,HD Ready,HD ready,1,Eigenschaften
9706509,tv_features,Streaming-Dienste,,,,,,,1,Eigenschaften
8,tv_features,Hbb TV,HbbTV,HbbTV,Hbb TV,Hbb TV,HbbTV,HbbTV,1,Eigenschaften
1383072,tv_features,Full-HD,Full-HD,Full HD,Full-HD,Full HD,Full HD,Full HD,1,Eigenschaften
1410018,tv_features,Kindersicherung,Dětská pojistka,Child lock,Detská poistka,Kontrola rodzicielska,Protection enfants,Blocco di sicurezza per bambini,1,Eigenschaften
1398865,tv_features,DVD-Player integriert,Integrovaný DVD přehrávač,Integrated DVD player,Integrovaný DVD prehrávač,Zintegrowany odtwarzacz DVD,Lecteur DVD intégré,Lettore DVD integrato,1,Eigenschaften
1383071,tv_features,Ultra Contrast,Ultra vysoký kontrast,Ultra Contrast,Ultra Contrast,Ultra Contrast,Ultra Contrast,Ultra Contrast,1,Eigenschaften
1410017,tv_features,HDR10,HDR10,HDR10,HDR10,HDR10,HDR10,HDR10,1,Eigenschaften
1383073,tv_features,LED Hintergrundbeleuchtung,LED podsvícení,LED backlight,LED podsvietenie,Podświetlenie LED,Rétroéclairage LED,Retroilluminazione a LED,1,Eigenschaften
1383070,tv_features,USB-Mediaplayer,USB multimediální přehrávač,USB media player,USB prehrávač médií,Odtwarzacz multimedialny USB,Lecteur multimédia USB,Lettore multimediale USB,1,Eigenschaften
1383069,tv_features,Triple Tuner,Trojitý tuner,Triple tuner,Triple Tuner,Potrójny tuner,Triple Tuner,Triplo sintonizzatore,1,Eigenschaften
1383068,tv_features,Geschäftsmodus,Režim obchodu,Business mode,Režim obchodu,Tryb biznesowy,Mode professionnel,Modalità business,1,Eigenschaften
9706510,tv_features,Sprachsteuerung,,,,,,,1,Eigenschaften
1400347,tv_features,HDR,HDR,HDR,HDR,HDR,HDR,HDR,1,Eigenschaften
9,tv_features,Smart/Internet,Smart TV,Smart/Internet,Smart/Internet,Smart/Internet,Smart/Internet,Smart/Internet,1,Eigenschaften
1410019,tv_features,12 V Anschluss,Napájení 12 V,12 V connection,12 V prípojka,Przyłącze 12 V,Prise 12 V,Collegamento a 12 V,1,Eigenschaften
2923828,type_of_bike,Klapprad,Skládací kolo,Mid horizontal folding bike,Skladací bicykel,Rower składany poziomo,Vélo pliant,Bicicletta pieghevole,1,Fahrradtyp
2923824,type_of_bike,Einrad,Jednokolka,Unicycle,Jednokolesový bicykel,Monocykl,Monocycle,Monociclo,1,Fahrradtyp
2923817,type_of_bike,Beachcruiser,Plážové kolo,Beach cruiser,Bicykel Beach Cruiser,Rower typu beachcruiser,Beach Cruiser,Bici cruiser,1,Fahrradtyp
2923814,type_of_bike,BMX,BMX kolo,BMX,BMX,Rower BMX,BMX,BMX,1,Fahrradtyp
2923831,type_of_bike,Trekkingrad,Trekingové kolo,Trekking bike,Trekingový bicykel,Rower trekkingowy,Vélo de trekking,Bicicletta da trekking,1,Fahrradtyp
2923823,type_of_bike,Dirtbike,Dirtové kolo,Dirt bike,Dirt bicykel,Rower typu dirt,Vélo de dirt,Dirt bike,1,Fahrradtyp
2923822,type_of_bike,Triathlonrad,Triatlonové kolo,Triathlon bike,Triatlonový bicykel,Rower triathlonowy,Vélo de triathlon,Bici da triathlon,1,Fahrradtyp
2923833,type_of_bike,Reiserad,Cestovní kolo,Expedition bike,Cestovný bicykel,Rower trekkingowy,Vélo de tourisme,Bicicletta da turismo,1,Fahrradtyp
9709379,type_of_bike,Mountainbike,Horské kolo,Mountain bike,Horský bicykel,Rower górski,VTT,Mountain bike,1,Fahrradtyp
2923820,type_of_bike,Tandem,Tandem,Tandem bike,Tandem,Tandem,Tandem,Tandem,1,Fahrradtyp
2923821,type_of_bike,Fitnessbike,Fitness kolo,Fitness bike,Fitness bicykel,Rower fitness,Vélo fitness,Bicicletta da fitness,1,Fahrradtyp
9709380,type_of_bike,S-Pedelec,Elektrokolo – 45 km/h,S-Pedelec,Elektrobicykel typu Pedelec,Rower S-pedelec,S-Pedelec,S-Pedelec,1,Fahrradtyp
2923826,type_of_bike,Pedelec,Rychlé elektrokolo,Pedelec,Elektrobicykel,Pedelec,Pédélec,Pedelec,1,Fahrradtyp
9709378,type_of_bike,Citybike,Městské kolo,City bike,Mestský bicykel,Rower miejski,Vélo de ville,Citybike,1,Fahrradtyp
2923818,type_of_bike,Bonanzarad,Retro kolo „skládačka“,Wheelie bike,Bicykel Bonanza,Rower typu bonanza,Vélo Bonanza,Wheelie bike,1,Fahrradtyp
6043112,type_of_hanging_curtains,Paneelwagen,Kolejnice,Curtain track,Panelová posuvná lišta,Szyna sufitowa,Glisseur pour panneau japonais,Binario per tende a pannelli,1,Aufhängung
6043111,type_of_hanging_curtains,Tunnelzug,Tunýlek,Drawstring,Sťahovacia šnúrka,Tunel,Fronces,Coulisse,1,Aufhängung
6043108,type_of_hanging_curtains,Ösen,Oka,Eyelets,Očká,Przelotki i kółka,Œillets,Occhielli,1,Aufhängung
6043109,type_of_hanging_curtains,Schlaufen,Poutka,Tab top,Slučky,Szelki,Pattes,Passanti,1,Aufhängung
6043110,type_of_hanging_curtains,Kräuselband,Řasicí páska,Tape top,Riasiaca stuha,Taśma marszcząca,Ruban fronceur,Fettuccia arricciatenda,1,Aufhängung
2926473,type_of_pool,Massivholzpool,Bazén z masivního dřeva,Solid wood pool,Bazén z masívneho dreva,Basen drewniany,Piscine en bois massif,Piscina in legno massiccio,1,Beckenart
2926469,type_of_pool,Whirlpool,Vířivka,Whirlpool,Vírivka,Basen z hydromasażem (jacuzzi),Jacuzzi,Vasca idromassaggio,1,Beckenart
2926472,type_of_pool,Stahlrahmen Pool,Bazén s ocelovým rámem,Steel frame pool,Bazén s oceľovým rámom,Basen ze stalową ramą,Piscine à cadre en acier,Piscina con struttura in acciaio,1,Beckenart
2926470,type_of_pool,Planschbecken,Brouzdaliště,Paddling pool,Detský bazén,Brodzik dzieci,Pataugeoire,Piscina per bambini,1,Beckenart
2926471,type_of_pool,Familienpool,Rodinný bazén,Family pool,Rodinný bazén,Basen rodzinny,Piscine familiale,Piscina per famiglie,1,Beckenart
2923801,type_of_wine,Rotwein,Červené víno,Red wine,Červené víno,Wino czerwone,Vin rouge,Vino rosso,1,Weinart
2923805,type_of_wine,Schaumwein,Šumivé víno,Sparkling wine,Šumivé víno,Wino musujące,Vin mousseux,Vino spumante,1,Weinart
2923803,type_of_wine,Roséwein,Růžové víno,Rosé wine,Ružové víno,Wino różowe,Vin rosé,Vino rosato,1,Weinart
2923806,type_of_wine,Perlwein,Perlivé víno,Semi-sparkling wine,Perlivé víno,Wino Frizzante (lekko musujące),Vin pétillant,Vino frizzante,1,Weinart
2923804,type_of_wine,Stillwein,Neperlivé víno,Still wine,Tiché víno,Wino spokojne (niemusujące),Vin tranquille,Vino fermo,1,Weinart
2923802,type_of_wine,Weißwein,Bílé víno,White wine,Biele víno,Wino białe,Vin blanc,Vino bianco,1,Weinart
1373521,types_of_feedingstuff,Trockenfutter,Suché krmivo,Dry food,Suché krmivo,Pasza sucha,Aliments secs,Cibo secco,1,Futtermittelart
1437493,types_of_feedingstuff,Sticks,Žvýkací tyčinky pro psy,Sticks,Tyčinky,Paluszki,Sticks,Bastoncini,1,Futtermittelart
1367093,types_of_feedingstuff,Nassfutter,Mokré krmivo,Wet food,Mokré krmivo,Pasza mokra,Aliments humides,Mangime umido,1,Futtermittelart
1456258,types_of_feedingstuff,"Rohwasser 5,8 %","Surová voda 5,8 %",Untreated water 5.8%,"Surová voda 5,8 %","Woda surowa 5,8%","Eau brute 5,8 %","Acqua grezza 5,8%",1,Futtermittelart
1368421,types_of_feedingstuff,Mischfuttermittel,Krmná směs,Compound food,Zmes krmiva,Mieszanka paszowa,Aliments composés,Mangime composto,1,Futtermittelart
1367095,types_of_feedingstuff,Einzelfuttermittel,Jednosložkové krmivo,Straight feed,Základné krmivo,Materiał paszowy,Matières premières,Mangime monocomponente,1,Futtermittelart
1368422,types_of_feedingstuff,Alleinfuttermittel,Kompletní krmivo,Complete feed,Kompletné krmivo,Mieszanka paszowa pełnoporcjowa,Aliments complets,Mangime completo,1,Futtermittelart
1368408,types_of_feedingstuff,Ergänzungsfuttermittel,Doplňkové krmivo,Supplementary feed,Doplnkové krmivo,Mieszanka paszowa uzupełniająca,Compléments alimentaires pour animaux,Mangime complementare,1,Futtermittelart
1441615,types_of_feedingstuff,Diät-Ergänzungsfuttermittel,Dietní doplňkové krmivo,Diet supplementary feed,Diétne doplnkové krmivo,Dietetyczna pasza uzupełniająca,Compléments alimentaires diététiques,Mangime dietetico complementare,1,Futtermittelart
1389547,types_of_feedingstuff,keine Angabe erforderlich,Nevyžadují se žádné údaje,No information needed,Nie je potrebný žiadny údaj,Specyfikacja nie jest wymagana.,aucune indication nécessaire,Nessuna specifica richiesta,1,Futtermittelart
5391158,types_of_feedingstuff,Diät-Futtermittel,Dietní krmivo,Diet feed,Diétne krmivo,Pasza dietetyczna,Aliments diététiques,Mangime dietetico,1,Futtermittelart
6089908,uhs_speed_class,UHS-II,,,,,,,0, UHS-Bus-Schnittstelle
6089907,uhs_speed_class,UHS-I,,,,,,,0, UHS-Bus-Schnittstelle
60853,usk,18,18,18,18,,,,0,USK-Einstufung
60849,usk,0,,,,,,,0,USK-Einstufung
60850,usk,6,6,6,6,,,,0,USK-Einstufung
60852,usk,16,16,16,16,,,,0,USK-Einstufung
60851,usk,12,12,12,12,,,,0,USK-Einstufung
6919550,vacuum_cleaner_features,Beutellos,Bezsáčkový,without bag,Bezvreckový,Bez worka,Sans sac,Senza sacchetto,1,Staubsauger Ausstattung
6919551,vacuum_cleaner_features,Mit Beutel,Se sáčkem,with bag,S vreckom,Z workiem,Avec sac,Con sacchetto,1,Staubsauger Ausstattung
6899922,valve_type,Autoventil (AV),Autoventilek (AV),Autovalve (AV),Autoventil (AV),Zawór Schradera (AV),Valve Schrader (AV),Valvola Auto (AV),1,Ventiltyp
6899921,valve_type,Französisches Ventil (SV),Galuskový ventilek (SV),French valve (SV),Galuskový ventil (SV),Zawór Presta (SV),Valve Presta (SV),Valvola francese (SV),1,Ventiltyp
6899923,valve_type,Fahrradventil (DV),Dunlop (DV),Bicycle valve (DV),Veloventil (DV),Zawór Dunlopa (DV),Valve Dunlop (DV),Valvola per bicicletta (DV),1,Ventiltyp
6899678,vehicle_illuminant_type,Glühlampe,,,,,Ampoule à incandescence,Lampada a incandescenza,1,KFZ-Leuchtmittel-Typ
1452767,vehicle_illuminant_type,LED,LED,LED,LED,LED,LED,LED,1,KFZ-Leuchtmittel-Typ
1452766,vehicle_illuminant_type,Xenon,Xenon,Xenon,Xenón,Ksenonowe,Xénon,Xenon,1,KFZ-Leuchtmittel-Typ
1452768,vehicle_illuminant_type,Halogen,Halogen,Halogen,Halogénové,Halogenowe,Halogène,Alogena,1,KFZ-Leuchtmittel-Typ
9616149,vehicle_lamp_type,H7,,,,,,,0,Lampentyp
9616136,vehicle_lamp_type,C5W,,,,,,,0,Lampentyp
9616131,vehicle_lamp_type,5S,,,,,,,0,Lampentyp
9616141,vehicle_lamp_type,D3S,,,,,,,0,Lampentyp
9616172,vehicle_lamp_type,P43T,,,,,,,0,Lampentyp
9616178,vehicle_lamp_type,W16W,,,,,,,0,Lampentyp
9616137,vehicle_lamp_type,D1R,,,,,,,0,Lampentyp
9616162,vehicle_lamp_type,HB4,,,,,,,0,Lampentyp
9616161,vehicle_lamp_type,HB3,,,,,,,0,Lampentyp
9616134,vehicle_lamp_type,BA9s,,,,,,,0,Lampentyp
9616171,vehicle_lamp_type,P21W,,,,,,,0,Lampentyp
9616176,vehicle_lamp_type,T10,,,,,,,0,Lampentyp
9616152,vehicle_lamp_type,H10,,,,,,,0,Lampentyp
9616150,vehicle_lamp_type,H8,,,,,,,0,Lampentyp
9616155,vehicle_lamp_type,H13,,,,,,,0,Lampentyp
9616183,vehicle_lamp_type,WY5W,,,,,,,0,Lampentyp
9616174,vehicle_lamp_type,R2,,,,,,,0,Lampentyp
9616165,vehicle_lamp_type,HIR2,,,,,,,0,Lampentyp
9616158,vehicle_lamp_type,H21W,,,,,,,0,Lampentyp
9616135,vehicle_lamp_type,BAY15D,,,,,,,0,Lampentyp
9616132,vehicle_lamp_type,BA15s,,,,,,,0,Lampentyp
9616147,vehicle_lamp_type,H3,,,,,,,0,Lampentyp
9616179,vehicle_lamp_type,W21,,,,,,,0,Lampentyp
9616166,vehicle_lamp_type,P13W,,,,,,,0,Lampentyp
9616169,vehicle_lamp_type,P20D,,,,,,,0,Lampentyp
9616156,vehicle_lamp_type,H16,,,,,,,0,Lampentyp
9616180,vehicle_lamp_type,W3W,,,,,,,0,Lampentyp
9616159,vehicle_lamp_type,H6W,,,,,,,0,Lampentyp
9616154,vehicle_lamp_type,H12,,,,,,,0,Lampentyp
9616153,vehicle_lamp_type,H11,,,,,,,0,Lampentyp
9616146,vehicle_lamp_type,H2,,,,,,,0,Lampentyp
9616170,vehicle_lamp_type,P21 4W,,,,,,,0,Lampentyp
9616140,vehicle_lamp_type,D2S,,,,,,,0,Lampentyp
9616145,vehicle_lamp_type,H1,,,,,,,0,Lampentyp
9616167,vehicle_lamp_type,P14,,,,,,,0,Lampentyp
9616151,vehicle_lamp_type,H9,,,,,,,0,Lampentyp
9616181,vehicle_lamp_type,W4W,,,,,,,0,Lampentyp
9616160,vehicle_lamp_type,H7LL,,,,,,,0,Lampentyp
9616139,vehicle_lamp_type,D2R,,,,,,,0,Lampentyp
9616177,vehicle_lamp_type,T4W,,,,,,,0,Lampentyp
9616143,vehicle_lamp_type,D5S,,,,,,,0,Lampentyp
9616144,vehicle_lamp_type,D8S,,,,,,,0,Lampentyp
9616138,vehicle_lamp_type,D1S,,,,,,,0,Lampentyp
9616175,vehicle_lamp_type,R5W,,,,,,,0,Lampentyp
9616173,vehicle_lamp_type,R10W,,,,,,,0,Lampentyp
9616182,vehicle_lamp_type,W5W,,,,,,,0,Lampentyp
9616142,vehicle_lamp_type,D4S,,,,,,,0,Lampentyp
9616168,vehicle_lamp_type,P15D,,,,,,,0,Lampentyp
9616163,vehicle_lamp_type,HIR1,,,,,,,0,Lampentyp
9616148,vehicle_lamp_type,H4,,,,,,,0,Lampentyp
7866257,vesa_standards,600mm x 600mm,,,,,,,0,Vesa-Normen
6772940,vesa_standards,600mm x 300mm,,,,,,,0,Vesa-Normen
6772935,vesa_standards,400mm x 200mm,,,,,,,0,Vesa-Normen
6772953,vesa_standards,800mm x 400mm,,,,,,,0,Vesa-Normen
6772933,vesa_standards,300mm x 300mm,,,,,,,0,Vesa-Normen
